ID,EI,Ts0,d1,d3,lm,ell,fold
0,0.0013357740852389,1.029012539638707,1.089503767758474e-05,6.456020066051344e-06,-3.959579745646049,-0.6527615107045984,train
2,0.0005694528238613,1.0725474240068458,5.459397861741916e-06,2.162588622924622e-06,-3.274084320881184,-0.6715452807501947,train
3,0.0004374061901219,1.0698434357350033,1.2582487531585545e-05,7.536491606858779e-06,-3.038501486802176,-0.6668535990288993,train
5,0.0003720254204931,1.061264465745938,1.0153377579432971e-05,1.439657006327804e-06,-2.408564269154388,-0.6616218213140335,train
6,0.0015469429671714,1.029049418336351,5.2750391741179e-06,3.783467371571529e-06,-2.357564272593709,-0.6231246931218257,train
7,0.0005572260156184,1.016429219530807,8.974238646985834e-06,1.005448445450439e-05,-3.729583798475305,-0.5956367959278882,train
8,0.0008873383509804,1.0244569027645292,1.015490676060043e-05,7.013683904768066e-06,-3.5362606574509936,-0.5900834906475464,train
9,0.0015515952667526,1.0328243632161742,9.138534496372722e-06,1.1639027268801485e-06,-3.1875171094565813,-0.5186408582505602,train
10,0.0014563587872811,1.0370851014855484,5.795069126591677e-06,5.032693509025693e-06,-3.07832328350452,-0.5120264574601681,train
11,0.0007566975182638,1.078367881182065,2.084191453401507e-06,1.2989161927757384e-06,-2.867497797618056,-0.5341049884634225,train
12,0.0013353269881333,1.1134436537590475,7.941977619914506e-06,1.0315577037549266e-06,-2.5776763505212443,-0.5028762511795238,train
15,0.0010699310848069,1.1226944758203323,2.226069100766486e-06,4.86041513855733e-06,-3.609047992141472,-0.4389968814664074,train
16,0.0006443427417751,1.0270641566647205,1.1166103037179632e-05,1.1266593287925935e-05,-3.404725678011065,-0.4588205653678129,train
17,0.0008654936008221,1.107109119081765,2.906992471505423e-06,1.1039756491046845e-05,-3.029954512979957,-0.4279769074431108,train
18,0.0016800348306513,1.038302822466948,5.4113592909163904e-06,9.790376937854317e-06,-2.790548325320928,-0.4340250692182335,train
19,0.0013010406893128,1.1385918326056432,3.208591980195685e-06,7.682851592829324e-06,-2.4567753568510646,-0.4089106627729,train
22,0.0016218505810126,1.149033446310371,1.0223612723705996e-05,6.502373174665066e-06,-3.612192511837454,-0.3870993787819889,train
23,0.0016471594292332,1.0949365804848843,7.105610617439514e-06,1.0762523161103497e-05,-3.261367256315148,-0.3490224649209387,train
24,0.001586158514415,1.0685362736860813,1.1791557789499496e-05,8.82930377394936e-06,-3.1533151819333622,-0.3947710990985514,train
25,0.0015267838382049,1.1055714796435523,1.1918051475431356e-05,1.1148833211439688e-06,-2.874636732574221,-0.3712849093832522,train
26,0.0016342322590618,1.0281692775244216,6.438611091082576e-06,8.631439259559477e-06,-2.6116614034071435,-0.3062494384324189,train
28,0.0006251512247378,1.0442574102826714,1.1478434982203529e-05,1.1713961069319382e-05,-3.98753931173684,-0.2803166001115423,train
29,0.0011060202978333,1.0799103243139925,4.856074446443154e-06,1.4177188084412026e-06,-3.5383876219751733,-0.2986283459468143,train
30,0.0007009564305272,1.0322115888255643,1.85135158604104e-06,7.067024045301729e-06,-3.4387766886168034,-0.2769406587989793,train
31,0.0014175518282546,1.019966282924758,1.7983627336665398e-06,6.684380337554392e-06,-2.9638204285767067,-0.2781206922993869,train
33,0.0012394098162362,1.1369290269266208,3.446291402815698e-06,1.00335486571586e-05,-2.439560007149991,-0.2451141978921859,train
36,0.0008600839007951,1.1468002519305347,6.919696545247232e-06,3.4614732728432114e-06,-3.7272783186451006,-0.1345740259488622,train
37,0.0013177423755689,1.0195452285860644,1.3567938531105538e-05,9.343754697202673e-06,-3.3591887495537245,-0.1879083451393706,train
38,0.0009561213589669,1.038283156772884,1.119086510204792e-06,8.563006706389071e-06,-3.1258202541241773,-0.111333718614433,train
39,0.0008963130783231,1.058111207355649,1.3008435763601687e-05,2.419824796167304e-06,-2.8908684607438646,-0.1519676768593326,train
41,0.0004763579024296,1.0085352069158042,5.39731434946083e-06,5.894358181814724e-06,-2.3388363498782985,-0.1317752451603522,train
42,0.0016191703771902,1.0701694299656244,7.685055162548915e-06,5.465005871983424e-06,-3.908416381630523,-0.0308537993541521,train
43,0.0010592200399357,1.0046258121714828,9.29550297382706e-06,8.363974606312296e-06,-3.6052705729767234,-0.0789654127426792,train
44,0.0013805992158557,1.1114788936838098,6.597102791648303e-06,7.1346060674954325e-06,-3.314380842152025,-0.0277995838778929,train
45,0.001463308004877,1.122519080004124,7.592225962543156e-06,7.696617621487716e-06,-3.0464699282457515,-0.006575649517238,train
46,0.0016419415170393,1.1183174484757463,6.6913975235099405e-06,5.206687859752152e-06,-2.846293069047657,-0.0027596595367045,train
48,0.0012456462679841,1.0250817956820628,8.970519048586803e-06,1.1501561997254584e-05,-2.208635010410732,-0.0554842848726472,train
49,0.0015102372553153,1.153487518503357,1.3082424352357425e-05,1.5899558342032336e-05,-3.862546920307101,-0.6137990007059905,train
50,0.0005876741360424,1.0301416500993128,1.1592784778651276e-05,1.4711249790455508e-05,-3.463937281285455,-0.6639985182128422,train
51,0.0013305875766298,1.028857017815522,1.0594948460170988e-05,2.3248302850932356e-05,-3.367534177472283,-0.6857361834486355,train
53,0.0003918491366379,1.0978185374599394,7.950372610119046e-06,1.7499726258988495e-05,-2.8042582920100885,-0.6056499178947659,train
54,0.0009166346907515,1.0806002034258042,1.4442150241635278e-05,2.037410614830938e-05,-2.5769981076097195,-0.6355759070650281,train
55,0.0010065150119375,1.080945876675815,7.335936450803506e-06,1.8833983817758743e-05,-2.1346914756843582,-0.6385167623596231,train
56,0.0005812981301605,1.07470997287176,9.472575107570157e-06,1.7542544713371884e-05,-3.7622999838662174,-0.5034705491172777,train
57,0.0006084575860818,1.1114297083573446,6.163943903856186e-06,2.1964598555278236e-05,-3.673361809584064,-0.5633124562014618,train
59,0.0009827056421685,1.1091292240434816,2.1640127362130046e-06,1.9236477196089078e-05,-3.0657208233463757,-0.5599939067770519,train
60,0.0016325426201455,1.105757871819667,8.555517308509031e-06,1.857349329718432e-05,-2.7479502665722637,-0.5888393198946029,train
61,0.0003269638480627,1.005845779708729,8.040212953515852e-06,1.376553434144938e-05,-2.5195101631133667,-0.5789655553626825,train
63,0.0010449082173554,1.119036412682739,5.682632580414624e-06,2.0042249920143712e-05,-3.829532664187138,-0.4060698938356779,train
65,0.0015121071665646,1.020219554957835,8.295259908668207e-06,2.100697482103481e-05,-3.431968579448399,-0.4012927469418587,train
66,0.0004432893186227,1.0324464823159802,1.0032023376475108e-06,2.0977968097088763e-05,-3.1007211102310586,-0.4457444550446933,train
67,0.000915428197202,1.1293722476640986,1.2500677354833295e-05,2.006580138453133e-05,-2.8604451299617493,-0.4104234133025295,train
68,0.0015443616004631,1.003763357565204,9.144792330374045e-06,1.408121881482084e-05,-2.482522529583288,-0.4793987062596612,train
69,0.0011441411949859,1.1456151811068709,1.102862506311962e-05,1.2878649062298302e-05,-2.314696936847531,-0.4249551929774225,train
70,0.0016694052978296,1.0365822065639536,2.825212258577118e-06,1.7848959891567188e-05,-3.992234018061117,-0.3783539311374948,train
72,0.0008359822658804,1.0156610046744146,1.4045742648774628e-05,2.127562265302083e-05,-3.2516512709184284,-0.3403166917446861,train
73,0.0005058293426473,1.1438546788106694,8.135104556110234e-06,1.8151042778675123e-05,-2.9784190682755023,-0.3759459593948915,train
74,0.0008742174314495,1.1182946116493908,2.7241566470828687e-06,1.4263387468006968e-05,-2.756921421982929,-0.3534719605953879,train
75,0.0007850292891378,1.1098915343329516,7.765759224260988e-06,2.133350224983498e-05,-2.4406089494462413,-0.3890233995175522,train
76,0.0010219238316751,1.072448486033871,7.448367994306862e-06,1.961362668593441e-05,-2.190872693803575,-0.348141939010877,train
77,0.0003144780996833,1.1328614758324598,1.246470183395332e-06,2.1447514284591624e-05,-3.840806979454402,-0.2504269194229302,train
78,0.0014314889728418,1.142841268142731,1.4960540026213182e-05,1.2810531742290491e-05,-3.5079038185711067,-0.2094304269043578,train
79,0.0013883507804611,1.1365692480720655,7.212745308653956e-06,2.074931426136928e-05,-3.2303415922619965,-0.2194115104740506,train
81,0.0005815648786904,1.0062345829796755,1.117635794929758e-05,2.031113623777389e-05,-2.694712170540276,-0.2381089237363205,train
82,0.0009650587745811,1.0611395186125163,1.0496511989489847e-05,1.3501401627934249e-05,-2.617003997417403,-0.2969353014281008,train
83,0.0005410203991272,1.0273888628106362,4.078113625880583e-06,1.6770463421453806e-05,-2.155827521577258,-0.2904692088340023,train
84,0.0014251462866341,1.016856098702215,9.287854069619397e-06,1.4384955413844967e-05,-3.90499368713621,-0.1704875378627574,train
86,0.0014409177447617,1.0069887372863435,1.437956681219046e-05,1.5712537338630488e-05,-3.3791451907741856,-0.1023647306981074,train
88,0.0014427772585941,1.0447369072433967,8.655258617145581e-06,1.835530983767524e-05,-2.8310279896721595,-0.1022910631628786,train
89,0.0003552708469427,1.0995713521934922,1.2897620447141484e-05,1.41087007879614e-05,-2.629833256615385,-0.1184594015689473,train
90,0.0007092486155965,1.0881275253017122,1.161578452664815e-05,1.4550269855562886e-05,-2.323137775677259,-0.1303854291520487,train
92,0.000673890928334,1.1479607814602448,2.4599222992951004e-06,2.3212268347520183e-05,-3.541440548162869,-0.0187058184406481,train
93,0.0015351875147971,1.1175357031878084,9.243645625213394e-06,1.6043436627243223e-05,-3.3332534266264897,-0.0586214148280869,train
94,0.0013761060085166,1.0863892155525716,2.303261029585613e-06,1.940712998669641e-05,-2.967129027626637,-0.0987293989983572,train
96,0.0009106993399108,1.035799176238265,9.219735516638473e-06,2.3213737818991805e-05,-2.50104739461026,-0.0852041902012069,train
97,0.0010695568479182,1.1194380546426317,1.3509873473520496e-06,1.3835288278953323e-05,-2.2857268805233595,-0.0712160917193007,train
100,0.0013708355695739,1.1386792430598829,7.137288754678374e-06,3.0628317639402715e-05,-3.2035800331558493,-0.6253169991966236,train
101,0.0016446315697949,1.0425340274838586,3.019932530996509e-06,2.6072779844668737e-05,-2.969806227417238,-0.6285952374622272,train
103,0.001264549194308,1.0732591280969994,7.703069158285514e-06,3.087981193851299e-05,-2.3771051971678454,-0.6611585210208496,train
104,0.0015966577894494,1.1026070254924631,7.266959007948768e-06,3.180471519512875e-05,-2.29010168616302,-0.6149390583219949,train
107,0.0006301356618138,1.104159319482666,9.438718237195084e-06,2.453477280508868e-05,-3.19222125361886,-0.524008639602225,train
108,0.0016345067629583,1.060266063469426,1.201758364498137e-06,3.3296350347922414e-05,-3.013706023924119,-0.524568908648245,train
109,0.0005999593168891,1.0610810461158993,1.2300390508437687e-05,3.346418973109794e-05,-2.6777403031731355,-0.5209497812645227,train
110,0.0003423339093055,1.120412689259371,1.4803540206072106e-05,2.7188209328521068e-05,-2.4814458020999925,-0.5934619590587467,train
111,0.0006830231677182,1.0826161788479605,1.4707789354280615e-05,3.473114088168129e-05,-2.1452850281832507,-0.599109830905783,train
113,0.0016659720725298,1.0750655536946674,1.3612557834277547e-05,2.391740065963344e-05,-3.566810845028454,-0.4107341115280475,train
114,0.0010879806045469,1.1065887698596222,1.2580013407300916e-05,2.4036671937589914e-05,-3.381122201877343,-0.4665235779178401,train
115,0.0016790085108045,1.064800460433662,1.2460882689157016e-05,2.5671145525320142e-05,-3.120260084716609,-0.4414453240229789,train
116,0.0007066800666224,1.0499719301521793,3.25438575260708e-06,2.993804765143845e-05,-2.6764675075292508,-0.4855164667483713,train
117,0.0012694232458096,1.1110013250744046,1.443401669807066e-05,3.0461589753000215e-05,-2.485027829595798,-0.4329145721382443,train
118,0.0007346545790742,1.1139718985444258,1.1248036844863731e-05,2.822996397690729e-05,-2.295062050338992,-0.4757695977033602,train
119,0.0006068914339717,1.035439338493818,5.462345409479844e-06,3.1412785191396016e-05,-3.814791379646891,-0.3229631638702631,train
120,0.0012349361741658,1.0996305940226043,1.051623737610686e-05,2.741386268480881e-05,-3.48999405586299,-0.3486107150401616,train
124,0.00097143251327,1.1002759804906372,2.680186934596244e-06,2.7304841543530548e-05,-2.640132896241276,-0.3723798510843112,train
125,0.0009180819119029,1.0050767550749096,4.666822618692619e-06,3.128522760628863e-05,-2.183911733208743,-0.3077727498408139,train
126,0.0015482734233439,1.038155339774646,7.712094863072521e-06,2.875181632605919e-05,-3.8042761722134784,-0.2697160814368497,train
127,0.0009670555177521,1.0586273759888736,8.336622325071495e-06,2.8280989790689544e-05,-3.679202063264023,-0.2185837730655473,train
131,0.0007698400528457,1.0584892176103002,1.413301103608186e-05,2.6935984897856537e-05,-2.4938329081944883,-0.2066457116373092,train
132,0.0014182052638528,1.1345431089809617,8.379611832802601e-06,3.2456441985786826e-05,-2.248776126473433,-0.2333528312874276,train
133,0.0006687703234874,1.1202368583043327,8.620505519643555e-06,3.275532293839449e-05,-3.777544019907222,-0.1369664286452485,train
